rank,layer_name,onnx_node_name,tflite_tensor_idx,block_name,operator_type,semantic_category,weight_params,weight_mae,weight_rmse,weight_cosine,weight_quant_type,activation_mae,activation_rmse,activation_cosine,activation_scale,activation_zero_point,clipping_rate,sensitivity_score,recommendation
11,features/features.12/features.12.2/Mul,/features/features.12/features.12.2/Mul,336,features.12,Mul,hardswish,0,0.0,0.0,1.0,N/A,0.6655240947008133,1.1777683866024018,0.43756150037050245,0.10103557258844376,-124,0.09778862847222222,0.5347542626990212,QAT CANDIDATE
12,features/features.5/block/block.3/block.3.0/Conv,/features/features.5/block/block.3/block.3.0/Conv,210,features.5,Conv,project_conv,9600,0.003554367843426765,0.0043733738918494604,0.999955906580817,per-channel,0.629824258685112,0.8388610875606537,0.4434540406614542,0.08470979332923889,-8,0.0,0.522627202419255,QAT CANDIDATE
13,features/features.11/block/block.1/block.1.2/Mul,/features/features.11/block/block.1/block.1.2/Mul,322,features.11,Mul,hardswish,0,0.0,0.0,1.0,N/A,0.30639945447444916,0.5489517146348953,0.48992799878120424,0.06286494433879852,-122,0.16792100694444445,0.5208209011819628,QAT CANDIDATE
14,features/features.11/Add,/features/features.11/Add,330,features.11,Add,residual_add,0,0.0,0.0,1.0,N/A,0.9259289884567261,1.1980307924747466,0.4666824595630169,0.07532671838998795,1,0.0,0.5133270161747933,QAT CANDIDATE
15,features/features.10/block/block.3/block.3.0/Conv,/features/features.10/block/block.3/block.3.0/Conv,309,features.10,Conv,project_conv,55296,0.0017933593364131263,0.0021578246011448345,0.9999663988759591,per-channel,0.38599166929721834,0.5060083574056625,0.4739804095029831,0.03900027647614479,0,0.0,0.5104145564236149,QAT CANDIDATE
16,features/features.6/block/block.1/block.1.2/Mul,/features/features.6/block/block.1/block.1.2/Mul,223,features.6,Mul,hardswish,0,0.0,0.0,1.0,N/A,0.29877896219491956,0.5716681200265884,0.5420068597793579,0.07254134118556976,-123,0.24375130208333334,0.5075723862965902,QAT CANDIDATE
17,features/features.11/block/block.2/Mul,/features/features.11/block/block.2/Mul,328,features.11,Mul,se_gate,0,0.0,0.0,1.0,N/A,0.04927615117281675,0.0958666530996561,0.4956052803993225,0.026286642998456955,-114,0.0005967881944444445,0.5018175666597154,MIXED-PRECISION CANDIDATE
18,features/features.10/block/block.1/block.1.2/Mul,/features/features.10/block/block.1/block.1.2/Mul,302,features.10,Mul,hardswish,0,0.0,0.0,1.0,N/A,0.2879162883758545,0.4961678808927536,0.5420044898986817,0.04629151150584221,-120,0.18379557291666668,0.501577761332194,QAT CANDIDATE
19,features/features.10/Add,/features/features.10/Add,310,features.10,Add,residual_add,0,0.0,0.0,1.0,N/A,0.5958991074562072,0.7607168120145797,0.5100684458017349,0.03900027647614479,0,0.0,0.495972621679306,QAT CANDIDATE
20,classifier/classifier.0/Gemm,/classifier/classifier.0/Gemm,342,classifier,Gemm,classifier_fc,589824,0.0009246322022547786,0.001091352746804392,0.9999626968745139,per-channel,1.4894605791568756,1.8742552852630616,0.511332888007164,0.07731526345014572,18,0.0,0.4954743054222316,MIXED-PRECISION CANDIDATE
21,features/features.8/Add,/features/features.8/Add,270,features.8,Add,residual_add,0,0.0,0.0,1.0,N/A,0.8423416304588318,1.075110080242157,0.515719302892685,0.06506846845149994,-15,0.0,0.493712278842926,QAT CANDIDATE
22,features/features.9/block/block.3/block.3.0/Conv,/features/features.9/block/block.3/block.3.0/Conv,290,features.9,Conv,project_conv,27648,0.0018090617767547476,0.002127012151637099,0.9999696084058987,per-channel,0.441354895234108,0.5650656938552856,0.5193999683856965,0.028577987104654312,-7,0.0,0.4922460909645417,QAT CANDIDATE
23,features/features.11/block/block.2/avgpool/GlobalAveragePool,/features/features.11/block/block.2/avgpool/GlobalAveragePool,323,features.11,GlobalAveragePool,se_pool,0,0.0,0.0,1.0,N/A,0.2120075112581253,0.32590504437685014,0.5303672134876252,0.019200969487428665,-109,0.009270833333333334,0.4887801979382833,QAT CANDIDATE
24,features/features.8/block/block.1/block.1.2/Mul,/features/features.8/block/block.1/block.1.2/Mul,262,features.8,Mul,hardswish,0,0.0,0.0,1.0,N/A,0.26466026067733767,0.4683925408124924,0.5756270945072174,0.06029113754630089,-122,0.18455078125,0.48820424032211307,QAT CANDIDATE
25,features/features.7/block/block.3/block.3.0/Conv,/features/features.7/block/block.3/block.3.0/Conv,250,features.7,Conv,project_conv,5760,0.0010885901448780544,0.0012938623309968827,0.9999687214440911,per-channel,0.6980907732248306,0.8983792960643768,0.5302118784189225,0.057313013821840286,-12,0.0,0.4879215043436128,QAT CANDIDATE
26,features/features.8/block/block.3/block.3.0/Conv,/features/features.8/block/block.3/block.3.0/Conv,269,features.8,Conv,project_conv,6912,0.002900500559130558,0.0037388505448803237,0.9999733516604417,per-channel,0.408035050034523,0.5719671750068664,0.5376000612974167,0.06506846845149994,-15,0.0,0.484965305148945,QAT CANDIDATE
27,features/features.6/block/block.3/block.3.0/Conv,/features/features.6/block/block.3/block.3.0/Conv,230,features.6,Conv,project_conv,9600,0.004215219468560463,0.005167789953591539,0.9999671360685262,per-channel,0.8484376859664917,1.1475704944133758,0.5381721431016921,0.1769534796476364,-51,0.0,0.48473771554561795,QAT CANDIDATE
28,features/features.6/Add,/features/features.6/Add,231,features.6,Add,residual_add,0,0.0,0.0,1.0,N/A,1.3072548747062682,1.6812397050857544,0.5519219678640366,0.1769534796476364,-51,0.0,0.47923121285438536,QAT CANDIDATE
29,features/features.5/block/block.2/avgpool/GlobalAveragePool,/features/features.5/block/block.2/avgpool/GlobalAveragePool,204,features.5,GlobalAveragePool,se_pool,0,0.0,0.0,1.0,N/A,0.21386563003063203,0.39489343762397766,0.5544151681661605,0.06491270661354065,-122,0.0,0.47823393273353576,QAT CANDIDATE
30,avgpool/GlobalAveragePool,/avgpool/GlobalAveragePool,337,avgpool,GlobalAveragePool,global_pool,0,0.0,0.0,1.0,N/A,0.42911575198173524,0.6413318735361099,0.5561346048116684,0.029773004353046417,-116,0.0001388888888888889,0.4775600469642215,QAT CANDIDATE
31,features/features.5/Add,/features/features.5/Add,211,features.5,Add,residual_add,0,0.0,0.0,1.0,N/A,0.94650470495224,1.2179193079471589,0.5572253453731537,0.07991910725831985,-16,0.0,0.4771098618507385,QAT CANDIDATE
32,features/features.9/block/block.0/block.0.2/Mul,/features/features.9/block/block.0/block.0.2/Mul,276,features.9,Mul,hardswish,0,0.0,0.0,1.0,N/A,0.16941040590405465,0.3231266462802887,0.6388042491674423,0.06183137744665146,-122,0.3237706163194444,0.4768553619649675,QAT CANDIDATE
33,features/features.5/block/block.0/block.0.2/Mul,/features/features.5/block/block.0/block.0.2/Mul,197,features.5,Mul,hardswish,0,0.0,0.0,1.0,N/A,0.18733584851026536,0.3842110860347748,0.5805295884609223,0.03750721365213394,-118,0.0776875,0.4755569146156311,QAT CANDIDATE
34,features/features.4/block/block.2/fc2/Conv,/features/features.4/block/block.2/fc2/Conv,187,features.4,Conv,se_fc2,2304,0.014000122620952266,0.0803148206050631,0.9999999526782071,per-channel,0.41531706511974337,0.5863655161857605,0.5815055871009827,0.0043188720010221004,-105,0.0,0.46739777462396553,QAT CANDIDATE
35,features/features.12/features.12.0/Conv,/features/features.12/features.12.0/Conv,331,features.12,Conv,conv,55296,0.0011431464522449455,0.001366208959355696,0.9999754915243735,per-channel,1.827784149646759,2.369602134227753,0.5827798253297806,0.19395184516906738,-4,0.0,0.4668929715632131,QAT CANDIDATE
